dataset,classifier,fold,metric,value
semeion,ComplementNB,3,brier_score,0.4154158631348396
semeion,ComplementNB,3,ece,0.0952579241218128
semeion,ComplementNB,3,balanced_accuracy,0.7275
semeion,ComplementNB,3,geometric_mean,0.6853004009167643
semeion,ComplementNB,3,mcc,0.7059823413333034
semeion,ComplementNB,3,weighted_f1,0.7149629029858726
semeion,ComplementNB,3,fit_time,0.003000259399414
semeion,ComplementNB,3,predict_time,0.0009999275207519
semeion,ComplementNB,4,accuracy,0.7421383647798742
semeion,ComplementNB,4,macro_f1,0.7377060005218994
semeion,ComplementNB,4,auc_roc,0.9770130795130796
semeion,ComplementNB,4,log_loss,0.8035970836209246
semeion,ComplementNB,4,brier_score,0.3799868475869292
semeion,ComplementNB,4,ece,0.1140147054515751
semeion,ComplementNB,4,balanced_accuracy,0.7404166666666667
semeion,ComplementNB,4,geometric_mean,0.7160610692027277
semeion,ComplementNB,4,mcc,0.7199197452040834
semeion,ComplementNB,4,weighted_f1,0.7386768977998149
semeion,ComplementNB,4,fit_time,0.0040009021759033
semeion,ComplementNB,4,predict_time,0.0
semeion,ComplementNB,5,accuracy,0.7547169811320755
semeion,ComplementNB,5,macro_f1,0.751612499888362
semeion,ComplementNB,5,auc_roc,0.9757540145040146
semeion,ComplementNB,5,log_loss,0.7929458715125997
semeion,ComplementNB,5,brier_score,0.3791315483992215
semeion,ComplementNB,5,ece,0.1230501119534795
semeion,ComplementNB,5,balanced_accuracy,0.7537499999999999
semeion,ComplementNB,5,geometric_mean,0.7403983573200256
semeion,ComplementNB,5,mcc,0.7315983023935283
semeion,ComplementNB,5,weighted_f1,0.7519854860995612
semeion,ComplementNB,5,fit_time,0.0030004978179931
semeion,ComplementNB,5,predict_time,0.001000165939331
semeion,ComplementNB,6,accuracy,0.7295597484276729
semeion,ComplementNB,6,macro_f1,0.7284671155705639
semeion,ComplementNB,6,auc_roc,0.960466524216524
semeion,ComplementNB,6,log_loss,0.9043933942918372
semeion,ComplementNB,6,brier_score,0.4272492311621518
semeion,ComplementNB,6,ece,0.126338619591847
semeion,ComplementNB,6,balanced_accuracy,0.72875
semeion,ComplementNB,6,geometric_mean,0.7144362376555198
semeion,ComplementNB,6,mcc,0.7032101344217083
semeion,ComplementNB,6,weighted_f1,0.7288557976391419
semeion,ComplementNB,6,fit_time,0.0029959678649902
semeion,ComplementNB,6,predict_time,0.001000165939331
semeion,ComplementNB,7,accuracy,0.7547169811320755
semeion,ComplementNB,7,macro_f1,0.7549424337029683
semeion,ComplementNB,7,auc_roc,0.979561642061642
semeion,ComplementNB,7,log_loss,0.7535726242712105
semeion,ComplementNB,7,brier_score,0.3594925609152395
semeion,ComplementNB,7,ece,0.1199805766073646
semeion,ComplementNB,7,balanced_accuracy,0.7529166666666667
