dataset,classifier,fold,metric,value
iris,PW-NB(k=5),3,log_loss,0.3631130914289509
iris,PW-NB(k=5),3,brier_score,0.13257071624927783
iris,PW-NB(k=5),3,ece,0.06223614282019929
iris,PW-NB(k=5),3,balanced_accuracy,0.9333333333333332
iris,PW-NB(k=5),3,geometric_mean,0.9283177667225558
iris,PW-NB(k=5),3,mcc,0.9060606745389328
iris,PW-NB(k=5),3,weighted_f1,0.9326599326599326
iris,PW-NB(k=5),3,fit_time,0.0030012130737304688
iris,PW-NB(k=5),3,predict_time,0.0
iris,PW-NB(k=5),4,accuracy,0.8666666666666667
