dataset,classifier,metric,mean,std
MagicTelescope,PW-NB(k=45),ece,0.2276019420966498,0.0050161112357616465
MagicTelescope,PW-NB(k=45),geometric_mean,0.5855625696766572,0.012696862417283046
MagicTelescope,PW-NB(k=45),log_loss,1.3364320796479903,0.06605079983696319
MagicTelescope,PW-NB(k=45),macro_f1,0.6576459900262207,0.008528745948994505
MagicTelescope,PW-NB(k=45),mcc,0.38553856064487807,0.014650542118930458
MagicTelescope,PW-NB(k=45),mean_pr,0.7659749970790981,0.000691619371744877
MagicTelescope,PW-NB(k=45),weighted_f1,0.706271247366751,0.006725859209950392
MagicTelescope,PW-NB(k=5),accuracy,0.7331230283911672,0.004976723266540149
MagicTelescope,PW-NB(k=5),auc_roc,0.7569795231861018,0.009261232629003165
MagicTelescope,PW-NB(k=5),balanced_accuracy,0.6492900828718804,0.006889952103864724
MagicTelescope,PW-NB(k=5),brier_score,0.47978336727243853,0.008997852747568449
MagicTelescope,PW-NB(k=5),ece,0.22943747672123,0.004881477155160822
MagicTelescope,PW-NB(k=5),geometric_mean,0.5844044076204944,0.012508112828965648
MagicTelescope,PW-NB(k=5),log_loss,1.317071472631179,0.06503431246299184
MagicTelescope,PW-NB(k=5),macro_f1,0.6551741017002541,0.008343868869858476
MagicTelescope,PW-NB(k=5),mcc,0.3769588550841258,0.013712903955288215
MagicTelescope,PW-NB(k=5),mean_pr,0.7973957237995093,0.0009662601951254831
MagicTelescope,PW-NB(k=5),weighted_f1,0.7038121596192941,0.006527232791687707
PhishingWebsites,BernoulliNB,accuracy,0.9292616988372758,0.0070028902338018055
PhishingWebsites,BernoulliNB,auc_roc,0.9789278354021912,0.0018380279468445592
PhishingWebsites,BernoulliNB,balanced_accuracy,0.9275822961712266,0.0074410735523547395
PhishingWebsites,BernoulliNB,brier_score,0.11653776638316207,0.01022445374495212
PhishingWebsites,BernoulliNB,ece,0.04679606214483626,0.005020236597709045
PhishingWebsites,BernoulliNB,geometric_mean,0.9273858987399182,0.00751382933954195
PhishingWebsites,BernoulliNB,log_loss,0.24902957959503288,0.018482762768613457
PhishingWebsites,BernoulliNB,macro_f1,0.9282077921795521,0.007137720660765078
PhishingWebsites,BernoulliNB,mcc,0.856763710631286,0.014265783354144065
PhishingWebsites,BernoulliNB,weighted_f1,0.9291939141854229,0.007022363459206707
PhishingWebsites,ComplementNB,accuracy,0.9298044397895477,0.008069245519418048
PhishingWebsites,ComplementNB,auc_roc,0.9806738581269027,0.0016984312928380423
PhishingWebsites,ComplementNB,balanced_accuracy,0.9279446604659031,0.008422805703787064
PhishingWebsites,ComplementNB,brier_score,0.10640532241954612,0.008668485361941473
PhishingWebsites,ComplementNB,ece,0.02563606985670233,0.00317540644881218
PhishingWebsites,ComplementNB,geometric_mean,0.9277398739431344,0.008486969538940563
PhishingWebsites,ComplementNB,log_loss,0.17991043460137496,0.010483144151530874
PhishingWebsites,ComplementNB,macro_f1,0.9287328383789992,0.008213015695244415
PhishingWebsites,ComplementNB,mcc,0.8577978068322943,0.016413288267151556
PhishingWebsites,ComplementNB,weighted_f1,0.9297248282186548,0.008085933309119595
PhishingWebsites,GaussianNB,accuracy,0.7096342451294053,0.007802094308804655
PhishingWebsites,GaussianNB,auc_roc,0.9761854394448946,0.002178104888794719
PhishingWebsites,GaussianNB,balanced_accuracy,0.7390295928268877,0.007044268898183973
PhishingWebsites,GaussianNB,brier_score,0.5487150920481383,0.0191334607026049
PhishingWebsites,GaussianNB,ece,0.27243206984978197,0.008268248653744073
PhishingWebsites,GaussianNB,geometric_mean,0.6924248540429787,0.01002642375458994
PhishingWebsites,GaussianNB,log_loss,3.001958223274113,0.198259459792006
PhishingWebsites,GaussianNB,macro_f1,0.7005358072174884,0.008858906137743277
PhishingWebsites,GaussianNB,mcc,0.5354707366511414,0.011265133700010848
PhishingWebsites,GaussianNB,weighted_f1,0.6945965971551115,0.009292461500249287
PhishingWebsites,MultinomialNB,accuracy,0.9293525238722559,0.007555600694680736
PhishingWebsites,MultinomialNB,auc_roc,0.9806738581269027,0.0016984312928380423
PhishingWebsites,MultinomialNB,balanced_accuracy,0.9266609533914636,0.008014211843775421
PhishingWebsites,MultinomialNB,brier_score,0.10642485091733211,0.009050438881682402
PhishingWebsites,MultinomialNB,ece,0.02838495486539753,0.005143222725916868
PhishingWebsites,MultinomialNB,geometric_mean,0.9263027358621597,0.00811748136205981
PhishingWebsites,MultinomialNB,log_loss,0.1807445776963817,0.011441250693469449
PhishingWebsites,MultinomialNB,macro_f1,0.9281418936512326,0.00772277678016277
PhishingWebsites,MultinomialNB,mcc,0.8569195814188776,0.015366386055455358
PhishingWebsites,MultinomialNB,weighted_f1,0.9292013675633719,0.007588786753039277
PhishingWebsites,PW-NB(auto),accuracy,0.7668034497148422,0.013865954611962519
PhishingWebsites,PW-NB(auto),auc_roc,0.9751848096170479,0.0021712514906146916
PhishingWebsites,PW-NB(auto),balanced_accuracy,0.789791555332293,0.012449380089926187
PhishingWebsites,PW-NB(auto),best_k,45.0,0.0
PhishingWebsites,PW-NB(auto),brier_score,0.43679495812656155,0.02564932960451747
